Model,MDO3024
-3.755200e-06,1.47
-3.754400e-06,1.47
-3.753600e-06,1.47
-3.752800e-06,1.47
-3.752000e-06,1.49
-3.751200e-06,1.49
-3.750400e-06,1.49
-3.749600e-06,1.51
-3.748800e-06,1.47
-3.748000e-06,1.47
-3.747200e-06,1.49
-3.746400e-06,1.49
-3.745600e-06,1.49
-3.744800e-06,1.51
-3.744000e-06,1.51
-3.743200e-06,1.51
-3.742400e-06,1.49
-3.741600e-06,1.51
-3.740800e-06,1.49
-3.740000e-06,1.49
-3.739200e-06,1.51
-3.738400e-06,1.53
-3.737600e-06,1.51
-3.736800e-06,1.51
-3.736000e-06,1.53
-3.735200e-06,1.49
-3.734400e-06,1.55
-3.733600e-06,1.53
-3.732800e-06,1.53
-3.732000e-06,1.53
-3.731200e-06,1.51
-3.730400e-06,1.53
-3.729600e-06,1.53
-3.728800e-06,1.53
-3.728000e-06,1.53
-3.727200e-06,1.53
-3.726400e-06,1.55
-3.725600e-06,1.53
-3.724800e-06,1.53
-3.724000e-06,1.57
-3.723200e-06,1.55
-3.722400e-06,1.55
-3.721600e-06,1.57
-3.720800e-06,1.57
-3.720000e-06,1.55
-3.719200e-06,1.55
-3.718400e-06,1.57
-3.717600e-06,1.59
-3.716800e-06,1.59
-3.716000e-06,1.61
-3.715200e-06,1.57
-3.714400e-06,1.57
-3.713600e-06,1.59
-3.712800e-06,1.57
-3.712000e-06,1.57
-3.711200e-06,1.61
-3.710400e-06,1.59
-3.709600e-06,1.59
-3.708800e-06,1.61
-3.708000e-06,1.61
-3.707200e-06,1.61
-3.706400e-06,1.61
-3.705600e-06,1.61
-3.704800e-06,1.59
-3.704000e-06,1.57
-3.703200e-06,1.59
-3.702400e-06,1.59
-3.701600e-06,1.59
-3.700800e-06,1.57
-3.700000e-06,1.57
-3.699200e-06,1.57
-3.698400e-06,1.59
-3.697600e-06,1.59
-3.696800e-06,1.61
-3.696000e-06,1.59
-3.695200e-06,1.59
-3.694400e-06,1.61
-3.693600e-06,1.61
-3.692800e-06,1.61
-3.692000e-06,1.61
-3.691200e-06,1.61
-3.690400e-06,1.61
-3.689600e-06,1.63
-3.688800e-06,1.63
-3.688000e-06,1.63
-3.687200e-06,1.61
-3.686400e-06,1.61
-3.685600e-06,1.61
-3.684800e-06,1.63
-3.684000e-06,1.65
-3.683200e-06,1.63
-3.682400e-06,1.63
-3.681600e-06,1.63
-3.680800e-06,1.65
-3.680000e-06,1.61
-3.679200e-06,1.63
-3.678400e-06,1.63
-3.677600e-06,1.63
-3.676800e-06,1.63
-3.676000e-06,1.63
-3.675200e-06,1.63
-3.674400e-06,1.61
-3.673600e-06,1.61
-3.672800e-06,1.63
-3.672000e-06,1.63
-3.671200e-06,1.63
-3.670400e-06,1.63
-3.669600e-06,1.63
-3.668800e-06,1.59
-3.668000e-06,1.63
-3.667200e-06,1.63
-3.666400e-06,1.61
-3.665600e-06,1.63
-3.664800e-06,1.63
-3.664000e-06,1.63
-3.663200e-06,1.63
-3.662400e-06,1.61
-3.661600e-06,1.65
-3.660800e-06,1.65
-3.660000e-06,1.65
-3.659200e-06,1.63
-3.658400e-06,1.63
-3.657600e-06,1.63
-3.656800e-06,1.63
-3.656000e-06,1.63
-3.655200e-06,1.65
-3.654400e-06,1.61
-3.653600e-06,1.61
-3.652800e-06,1.65
-3.652000e-06,1.65
-3.651200e-06,1.63
-3.650400e-06,1.65
-3.649600e-06,1.63
-3.648800e-06,1.65
-3.648000e-06,1.61
-3.647200e-06,1.63
-3.646400e-06,1.63
-3.645600e-06,1.63
-3.644800e-06,1.63
-3.644000e-06,1.63
-3.643200e-06,1.65
-3.642400e-06,1.67
-3.641600e-06,1.65
-3.640800e-06,1.67
-3.640000e-06,1.63
-3.639200e-06,1.63
-3.638400e-06,1.65
-3.637600e-06,1.65
-3.636800e-06,1.65
-3.636000e-06,1.65
-3.635200e-06,1.65
-3.634400e-06,1.67
-3.633600e-06,1.63
-3.632800e-06,1.63
-3.632000e-06,1.65
-3.631200e-06,1.65
-3.630400e-06,1.67
-3.629600e-06,1.65
-3.628800e-06,1.65
-3.628000e-06,1.65
-3.627200e-06,1.63
-3.626400e-06,1.63
-3.625600e-06,1.65
-3.624800e-06,1.65
-3.624000e-06,1.65
-3.623200e-06,1.67
-3.622400e-06,1.65
-3.621600e-06,1.65
-3.620800e-06,1.65
-3.620000e-06,1.65
-3.619200e-06,1.65
-3.618400e-06,1.65
-3.617600e-06,1.65
-3.616800e-06,1.65
-3.616000e-06,1.67
-3.615200e-06,1.65
-3.614400e-06,1.65
-3.613600e-06,1.67
-3.612800e-06,1.65
-3.612000e-06,1.67
-3.611200e-06,1.65
-3.610400e-06,1.65
-3.609600e-06,1.67
-3.608800e-06,1.67
-3.608000e-06,1.65
-3.607200e-06,1.65
-3.606400e-06,1.65
-3.605600e-06,1.65
-3.604800e-06,1.67
-3.604000e-06,1.67
-3.603200e-06,1.65
-3.602400e-06,1.67
-3.601600e-06,1.63
-3.600800e-06,1.65
-3.600000e-06,1.65
-3.599200e-06,1.65
-3.598400e-06,1.67
-3.597600e-06,1.67
-3.596800e-06,1.67
-3.596000e-06,1.67
-3.595200e-06,1.67
-3.594400e-06,1.67
-3.593600e-06,1.67
-3.592800e-06,1.67
-3.592000e-06,1.67
-3.591200e-06,1.67
-3.590400e-06,1.65
-3.589600e-06,1.67
-3.588800e-06,1.67
-3.588000e-06,1.67
-3.587200e-06,1.69
-3.586400e-06,1.69
-3.585600e-06,1.65
-3.584800e-06,1.69
-3.584000e-06,1.67
-3.583200e-06,1.67
-3.582400e-06,1.65
-3.581600e-06,1.69
-3.580800e-06,1.67
-3.580000e-06,1.67
-3.579200e-06,1.65
-3.578400e-06,1.67
-3.577600e-06,1.67
-3.576800e-06,1.65
-3.576000e-06,1.67
-3.575200e-06,1.67
-3.574400e-06,1.67
-3.573600e-06,1.69
-3.572800e-06,1.69
-3.572000e-06,1.65
-3.571200e-06,1.69
-3.570400e-06,1.67
-3.569600e-06,1.67
-3.568800e-06,1.67
-3.568000e-06,1.67
-3.567200e-06,1.69
-3.566400e-06,1.69
-3.565600e-06,1.69
-3.564800e-06,1.69
-3.564000e-06,1.67
-3.563200e-06,1.71
-3.562400e-06,1.69
-3.561600e-06,1.67
-3.560800e-06,1.69
-3.560000e-06,1.69
-3.559200e-06,1.67
-3.558400e-06,1.69
-3.557600e-06,1.67
-3.556800e-06,1.67
-3.556000e-06,1.69
-3.555200e-06,1.67
-3.554400e-06,1.67
-3.553600e-06,1.67
-3.552800e-06,1.69
-3.552000e-06,1.67
-3.551200e-06,1.69
-3.550400e-06,1.67
-3.549600e-06,1.71
-3.548800e-06,1.69
-3.548000e-06,1.67
-3.547200e-06,1.71
-3.546400e-06,1.69
-3.545600e-06,1.69
-3.544800e-06,1.69
-3.544000e-06,1.67
-3.543200e-06,1.67
-3.542400e-06,1.69
-3.541600e-06,1.67
-3.540800e-06,1.67
-3.540000e-06,1.67
-3.539200e-06,1.71
-3.538400e-06,1.67
-3.537600e-06,1.69
-3.536800e-06,1.67
-3.536000e-06,1.67
-3.535200e-06,1.69
-3.534400e-06,1.69
-3.533600e-06,1.69
-3.532800e-06,1.69
-3.532000e-06,1.67
-3.531200e-06,1.67
-3.530400e-06,1.67
-3.529600e-06,1.69
-3.528800e-06,1.69
-3.528000e-06,1.67
-3.527200e-06,1.67
-3.526400e-06,1.69
-3.525600e-06,1.67
-3.524800e-06,1.69
-3.524000e-06,1.67
-3.523200e-06,1.67
-3.522400e-06,1.67
-3.521600e-06,1.67
-3.520800e-06,1.69
-3.520000e-06,1.69
-3.519200e-06,1.67
-3.518400e-06,1.69
-3.517600e-06,1.67
-3.516800e-06,1.69
-3.516000e-06,1.69
-3.515200e-06,1.67
-3.514400e-06,1.67
-3.513600e-06,1.67
-3.512800e-06,1.67
-3.512000e-06,1.67
-3.511200e-06,1.69
-3.510400e-06,1.65
-3.509600e-06,1.69
-3.508800e-06,1.67
-3.508000e-06,1.67
-3.507200e-06,1.65
-3.506400e-06,1.69
-3.505600e-06,1.67
-3.504800e-06,1.67
-3.504000e-06,1.67
-3.503200e-06,1.67
-3.502400e-06,1.67
-3.501600e-06,1.67
-3.500800e-06,1.69
-3.500000e-06,1.69
-3.499200e-06,1.67
-3.498400e-06,1.69
-3.497600e-06,1.67
-3.496800e-06,1.69
-3.496000e-06,1.65
-3.495200e-06,1.67
-3.494400e-06,1.69
-3.493600e-06,1.67
-3.492800e-06,1.67
-3.492000e-06,1.67
-3.491200e-06,1.67
-3.490400e-06,1.67
-3.489600e-06,1.67
-3.488800e-06,1.69
-3.488000e-06,1.67
-3.487200e-06,1.65
-3.486400e-06,1.65
-3.485600e-06,1.65
-3.484800e-06,1.69
-3.484000e-06,1.65
-3.483200e-06,1.65
-3.482400e-06,1.67
-3.481600e-06,1.65
-3.480800e-06,1.67
-3.480000e-06,1.65
-3.479200e-06,1.67
-3.478400e-06,1.67
-3.477600e-06,1.65
-3.476800e-06,1.65
-3.476000e-06,1.65
-3.475200e-06,1.67
-3.474400e-06,1.67
-3.473600e-06,1.67
-3.472800e-06,1.69
-3.472000e-06,1.67
-3.471200e-06,1.67
-3.470400e-06,1.67
-3.469600e-06,1.67
-3.468800e-06,1.69
-3.468000e-06,1.67
-3.467200e-06,1.65
-3.466400e-06,1.65
-3.465600e-06,1.69
-3.464800e-06,1.67
-3.464000e-06,1.67
-3.463200e-06,1.69
-3.462400e-06,1.67
-3.461600e-06,1.65
-3.460800e-06,1.65
-3.460000e-06,1.63
-3.459200e-06,1.65
-3.458400e-06,1.65
-3.457600e-06,1.65
-3.456800e-06,1.65
-3.456000e-06,1.65
-3.455200e-06,1.65
-3.454400e-06,1.65
-3.453600e-06,1.67
-3.452800e-06,1.67
-3.452000e-06,1.65
-3.451200e-06,1.67
-3.450400e-06,1.65
-3.449600e-06,1.63
-3.448800e-06,1.65
-3.448000e-06,1.65
-3.447200e-06,1.65
-3.446400e-06,1.65
-3.445600e-06,1.67
-3.444800e-06,1.65
-3.444000e-06,1.65
-3.443200e-06,1.65
-3.442400e-06,1.63
-3.441600e-06,1.65
-3.440800e-06,1.65
-3.440000e-06,1.65
-3.439200e-06,1.65
-3.438400e-06,1.63
-3.437600e-06,1.65
-3.436800e-06,1.63
-3.436000e-06,1.65
-3.435200e-06,1.67
-3.434400e-06,1.61
-3.433600e-06,1.65
-3.432800e-06,1.63
-3.432000e-06,1.65
-3.431200e-06,1.65
-3.430400e-06,1.63
-3.429600e-06,1.67
-3.428800e-06,1.63
-3.428000e-06,1.65
-3.427200e-06,1.63
-3.426400e-06,1.63
-3.425600e-06,1.63
-3.424800e-06,1.65
-3.424000e-06,1.63
-3.423200e-06,1.65
-3.422400e-06,1.63
-3.421600e-06,1.61
-3.420800e-06,1.65
-3.420000e-06,1.63
-3.419200e-06,1.65
-3.418400e-06,1.61
-3.417600e-06,1.63
-3.416800e-06,1.63
-3.416000e-06,1.65
-3.415200e-06,1.63
-3.414400e-06,1.61
-3.413600e-06,1.61
-3.412800e-06,1.61
-3.412000e-06,1.59
-3.411200e-06,1.61
-3.410400e-06,1.63
-3.409600e-06,1.63
-3.408800e-06,1.65
-3.408000e-06,1.63
-3.407200e-06,1.63
-3.406400e-06,1.61
-3.405600e-06,1.61
-3.404800e-06,1.63
-3.404000e-06,1.61
-3.403200e-06,1.59
-3.402400e-06,1.59
-3.401600e-06,1.61
-3.400800e-06,1.59
-3.400000e-06,1.59
-3.399200e-06,1.59
-3.398400e-06,1.63
-3.397600e-06,1.63
-3.396800e-06,1.61
-3.396000e-06,1.59
-3.395200e-06,1.61
-3.394400e-06,1.61
-3.393600e-06,1.61
-3.392800e-06,1.61
-3.392000e-06,1.61
-3.391200e-06,1.59
-3.390400e-06,1.61
-3.389600e-06,1.59
-3.388800e-06,1.61
-3.388000e-06,1.61
-3.387200e-06,1.61
-3.386400e-06,1.61
-3.385600e-06,1.59
-3.384800e-06,1.59
-3.384000e-06,1.59
-3.383200e-06,1.61
-3.382400e-06,1.61
-3.381600e-06,1.57
-3.380800e-06,1.57
-3.380000e-06,1.57
-3.379200e-06,1.59
-3.378400e-06,1.57
-3.377600e-06,1.59
-3.376800e-06,1.59
-3.376000e-06,1.59
-3.375200e-06,1.57
-3.374400e-06,1.59
-3.373600e-06,1.59
-3.372800e-06,1.59
-3.372000e-06,1.55
-3.371200e-06,1.59
-3.370400e-06,1.57
-3.369600e-06,1.57
-3.368800e-06,1.57
-3.368000e-06,1.55
-3.367200e-06,1.57
-3.366400e-06,1.55
-3.365600e-06,1.59
-3.364800e-06,1.55
-3.364000e-06,1.55
-3.363200e-06,1.55
-3.362400e-06,1.55
-3.361600e-06,1.55
-3.360800e-06,1.57
-3.360000e-06,1.57
-3.359200e-06,1.57
-3.358400e-06,1.55
-3.357600e-06,1.55
-3.356800e-06,1.55
-3.356000e-06,1.53
-3.355200e-06,1.55
-3.354400e-06,1.55
-3.353600e-06,1.59
-3.352800e-06,1.53
-3.352000e-06,1.55
-3.351200e-06,1.57
-3.350400e-06,1.53
-3.349600e-06,1.55
-3.348800e-06,1.53
-3.348000e-06,1.55
-3.347200e-06,1.53
-3.346400e-06,1.53
-3.345600e-06,1.53
-3.344800e-06,1.53
-3.344000e-06,1.51
-3.343200e-06,1.53
-3.342400e-06,1.53
-3.341600e-06,1.55
-3.340800e-06,1.53
-3.340000e-06,1.53
-3.339200e-06,1.53
-3.338400e-06,1.53
-3.337600e-06,1.51
-3.336800e-06,1.51
-3.336000e-06,1.53
-3.335200e-06,1.53
-3.334400e-06,1.53
-3.333600e-06,1.51
-3.332800e-06,1.51
-3.332000e-06,1.51
-3.331200e-06,1.53
-3.330400e-06,1.51
-3.329600e-06,1.53
-3.328800e-06,1.51
-3.328000e-06,1.51
-3.327200e-06,1.51
-3.326400e-06,1.49
-3.325600e-06,1.51
-3.324800e-06,1.49
-3.324000e-06,1.49
-3.323200e-06,1.51
-3.322400e-06,1.47
-3.321600e-06,1.51
-3.320800e-06,1.51
-3.320000e-06,1.49
-3.319200e-06,1.51
-3.318400e-06,1.51
-3.317600e-06,1.49
-3.316800e-06,1.49
-3.316000e-06,1.49
-3.315200e-06,1.49
-3.314400e-06,1.49
-3.313600e-06,1.51
-3.312800e-06,1.49
-3.312000e-06,1.49
-3.311200e-06,1.47
-3.310400e-06,1.49
-3.309600e-06,1.49
-3.308800e-06,1.49
-3.308000e-06,1.47
-3.307200e-06,1.49
-3.306400e-06,1.47
-3.305600e-06,1.45
-3.304800e-06,1.45
-3.304000e-06,1.47
-3.303200e-06,1.49
-3.302400e-06,1.47
-3.301600e-06,1.47
-3.300800e-06,1.47
-3.300000e-06,1.47
-3.299200e-06,1.47
-3.298400e-06,1.47
-3.297600e-06,1.45
-3.296800e-06,1.45
-3.296000e-06,1.45
-3.295200e-06,1.45
-3.294400e-06,1.45
-3.293600e-06,1.47
-3.292800e-06,1.45
-3.292000e-06,1.45
-3.291200e-06,1.45
-3.290400e-06,1.45
-3.289600e-06,1.45
-3.288800e-06,1.45
-3.288000e-06,1.45
-3.287200e-06,1.45
-3.286400e-06,1.43
-3.285600e-06,1.43
-3.284800e-06,1.45
-3.284000e-06,1.47
-3.283200e-06,1.43
-3.282400e-06,1.45
-3.281600e-06,1.43
-3.280800e-06,1.41
-3.280000e-06,1.43
-3.279200e-06,1.43
-3.278400e-06,1.41
-3.277600e-06,1.43
-3.276800e-06,1.41
-3.276000e-06,1.41
-3.275200e-06,1.43
-3.274400e-06,1.43
-3.273600e-06,1.43
-3.272800e-06,1.41
-3.272000e-06,1.41
-3.271200e-06,1.43
-3.270400e-06,1.41
-3.269600e-06,1.43
-3.268800e-06,1.43
-3.268000e-06,1.41
-3.267200e-06,1.39
-3.266400e-06,1.37
-3.265600e-06,1.41
-3.264800e-06,1.41
-3.264000e-06,1.41
-3.263200e-06,1.41
-3.262400e-06,1.41
-3.261600e-06,1.41
-3.260800e-06,1.37
-3.260000e-06,1.39
-3.259200e-06,1.37
-3.258400e-06,1.39
-3.257600e-06,1.41
-3.256800e-06,1.39
-3.256000e-06,1.39
-3.255200e-06,1.39
-3.254400e-06,1.35
-3.253600e-06,1.41
-3.252800e-06,1.39
-3.252000e-06,1.39
-3.251200e-06,1.39
-3.250400e-06,1.39
-3.249600e-06,1.37
-3.248800e-06,1.37
-3.248000e-06,1.35
-3.247200e-06,1.35
-3.246400e-06,1.35
-3.245600e-06,1.35
-3.244800e-06,1.37
-3.244000e-06,1.37
-3.243200e-06,1.37
-3.242400e-06,1.35
-3.241600e-06,1.35
-3.240800e-06,1.37
-3.240000e-06,1.35
-3.239200e-06,1.35
-3.238400e-06,1.37
-3.237600e-06,1.35
-3.236800e-06,1.33
-3.236000e-06,1.35
-3.235200e-06,1.33
-3.234400e-06,1.35
-3.233600e-06,1.33
-3.232800e-06,1.33
-3.232000e-06,1.31
-3.231200e-06,1.31
-3.230400e-06,1.33
-3.229600e-06,1.33
-3.228800e-06,1.33
-3.228000e-06,1.33
-3.227200e-06,1.33
-3.226400e-06,1.33
-3.225600e-06,1.33
-3.224800e-06,1.35
-3.224000e-06,1.31
-3.223200e-06,1.29
-3.222400e-06,1.31
-3.221600e-06,1.29
-3.220800e-06,1.31
-3.220000e-06,1.31
-3.219200e-06,1.29
-3.218400e-06,1.31
-3.217600e-06,1.29
-3.216800e-06,1.31
-3.216000e-06,1.29
-3.215200e-06,1.29
-3.214400e-06,1.31
-3.213600e-06,1.31
-3.212800e-06,1.31
-3.212000e-06,1.31
-3.211200e-06,1.29
-3.210400e-06,1.29
-3.209600e-06,1.29
-3.208800e-06,1.29
-3.208000e-06,1.29
-3.207200e-06,1.27
-3.206400e-06,1.27
-3.205600e-06,1.25
-3.204800e-06,1.27
-3.204000e-06,1.25
-3.203200e-06,1.27
-3.202400e-06,1.27
-3.201600e-06,1.27
-3.200800e-06,1.27
-3.200000e-06,1.29
-3.199200e-06,1.29
-3.198400e-06,1.27
-3.197600e-06,1.25
-3.196800e-06,1.27
-3.196000e-06,1.27
-3.195200e-06,1.29
-3.194400e-06,1.27
-3.193600e-06,1.23
-3.192800e-06,1.25
-3.192000e-06,1.23
-3.191200e-06,1.23
-3.190400e-06,1.21
-3.189600e-06,1.21
-3.188800e-06,1.21
-3.188000e-06,1.25
-3.187200e-06,1.23
-3.186400e-06,1.23
-3.185600e-06,1.23
-3.184800e-06,1.23
-3.184000e-06,1.21
-3.183200e-06,1.23
-3.182400e-06,1.23
-3.181600e-06,1.23
-3.180800e-06,1.21
-3.180000e-06,1.21
-3.179200e-06,1.21
-3.178400e-06,1.21
-3.177600e-06,1.23
-3.176800e-06,1.21
-3.176000e-06,1.21
-3.175200e-06,1.21
-3.174400e-06,1.21
-3.173600e-06,1.21
-3.172800e-06,1.17
-3.172000e-06,1.17
-3.171200e-06,1.19
-3.170400e-06,1.19
-3.169600e-06,1.21
-3.168800e-06,1.17
-3.168000e-06,1.19
-3.167200e-06,1.19
-3.166400e-06,1.17
-3.165600e-06,1.19
-3.164800e-06,1.17
-3.164000e-06,1.15
-3.163200e-06,1.19
-3.162400e-06,1.19
-3.161600e-06,1.17
-3.160800e-06,1.19
-3.160000e-06,1.15
-3.159200e-06,1.17
-3.158400e-06,1.19
-3.157600e-06,1.19
-3.156800e-06,1.15
-3.156000e-06,1.17
-3.155200e-06,1.15
-3.154400e-06,1.15
-3.153600e-06,1.15
-3.152800e-06,1.15
-3.152000e-06,1.17
-3.151200e-06,1.13
