Model,MDO3024
-2.075200e-06,0.75
-2.074400e-06,0.75
-2.073600e-06,0.73
-2.072800e-06,0.75
-2.072000e-06,0.75
-2.071200e-06,0.77
-2.070400e-06,0.75
-2.069600e-06,0.73
-2.068800e-06,0.75
-2.068000e-06,0.75
-2.067200e-06,0.77
-2.066400e-06,0.79
-2.065600e-06,0.79
-2.064800e-06,0.77
-2.064000e-06,0.79
-2.063200e-06,0.79
-2.062400e-06,0.79
-2.061600e-06,0.79
-2.060800e-06,0.79
-2.060000e-06,0.79
-2.059200e-06,0.79
-2.058400e-06,0.79
-2.057600e-06,0.81
-2.056800e-06,0.79
-2.056000e-06,0.79
-2.055200e-06,0.79
-2.054400e-06,0.81
-2.053600e-06,0.81
-2.052800e-06,0.79
-2.052000e-06,0.83
-2.051200e-06,0.81
-2.050400e-06,0.81
-2.049600e-06,0.83
-2.048800e-06,0.81
-2.048000e-06,0.79
-2.047200e-06,0.83
-2.046400e-06,0.81
-2.045600e-06,0.81
-2.044800e-06,0.81
-2.044000e-06,0.83
-2.043200e-06,0.83
-2.042400e-06,0.81
-2.041600e-06,0.83
-2.040800e-06,0.85
-2.040000e-06,0.83
-2.039200e-06,0.81
-2.038400e-06,0.85
-2.037600e-06,0.83
-2.036800e-06,0.83
-2.036000e-06,0.85
-2.035200e-06,0.85
-2.034400e-06,0.87
-2.033600e-06,0.87
-2.032800e-06,0.83
-2.032000e-06,0.85
-2.031200e-06,0.85
-2.030400e-06,0.83
-2.029600e-06,0.85
-2.028800e-06,0.83
-2.028000e-06,0.87
-2.027200e-06,0.87
-2.026400e-06,0.87
-2.025600e-06,0.87
-2.024800e-06,0.87
-2.024000e-06,0.87
-2.023200e-06,0.89
-2.022400e-06,0.87
-2.021600e-06,0.89
-2.020800e-06,0.89
-2.020000e-06,0.89
-2.019200e-06,0.91
-2.018400e-06,0.91
-2.017600e-06,0.89
-2.016800e-06,0.91
-2.016000e-06,0.89
-2.015200e-06,0.89
-2.014400e-06,0.91
-2.013600e-06,0.91
-2.012800e-06,0.89
-2.012000e-06,0.91
-2.011200e-06,0.91
-2.010400e-06,0.93
-2.009600e-06,0.91
-2.008800e-06,0.93
-2.008000e-06,0.93
-2.007200e-06,0.91
-2.006400e-06,0.93
-2.005600e-06,0.91
-2.004800e-06,0.93
-2.004000e-06,0.93
-2.003200e-06,0.89
-2.002400e-06,0.91
-2.001600e-06,0.91
-2.000800e-06,0.91
-2.000000e-06,0.93
-1.999200e-06,0.91
-1.998400e-06,0.93
-1.997600e-06,0.93
-1.996800e-06,0.95
-1.996000e-06,0.95
-1.995200e-06,0.95
-1.994400e-06,0.95
-1.993600e-06,0.95
-1.992800e-06,0.95
-1.992000e-06,0.97
-1.991200e-06,0.97
-1.990400e-06,0.97
-1.989600e-06,0.95
-1.988800e-06,0.99
-1.988000e-06,0.95
-1.987200e-06,0.99
-1.986400e-06,0.99
-1.985600e-06,0.95
-1.984800e-06,0.97
-1.984000e-06,0.99
-1.983200e-06,0.97
-1.982400e-06,0.99
-1.981600e-06,0.99
-1.980800e-06,0.99
-1.980000e-06,1.01
-1.979200e-06,0.99
-1.978400e-06,0.97
-1.977600e-06,0.99
-1.976800e-06,0.99
-1.976000e-06,1.01
-1.975200e-06,1.01
-1.974400e-06,0.99
-1.973600e-06,0.99
-1.972800e-06,0.99
-1.972000e-06,1.01
-1.971200e-06,1.01
-1.970400e-06,0.99
-1.969600e-06,1.03
-1.968800e-06,1.01
-1.968000e-06,1.01
-1.967200e-06,1.01
-1.966400e-06,1.03
-1.965600e-06,1.03
-1.964800e-06,1.05
-1.964000e-06,1.03
-1.963200e-06,1.03
-1.962400e-06,1.03
-1.961600e-06,1.01
-1.960800e-06,1.03
-1.960000e-06,1.03
-1.959200e-06,1.03
-1.958400e-06,1.03
-1.957600e-06,1.07
-1.956800e-06,1.05
-1.956000e-06,1.07
-1.955200e-06,1.05
-1.954400e-06,1.07
-1.953600e-06,1.05
-1.952800e-06,1.05
-1.952000e-06,1.05
-1.951200e-06,1.07
-1.950400e-06,1.09
-1.949600e-06,1.07
-1.948800e-06,1.09
-1.948000e-06,1.07
-1.947200e-06,1.07
-1.946400e-06,1.09
-1.945600e-06,1.11
-1.944800e-06,1.05
-1.944000e-06,1.09
-1.943200e-06,1.09
-1.942400e-06,1.09
-1.941600e-06,1.09
-1.940800e-06,1.11
-1.940000e-06,1.09
-1.939200e-06,1.09
-1.938400e-06,1.09
-1.937600e-06,1.11
-1.936800e-06,1.11
-1.936000e-06,1.09
-1.935200e-06,1.11
-1.934400e-06,1.11
-1.933600e-06,1.13
-1.932800e-06,1.13
-1.932000e-06,1.09
-1.931200e-06,1.11
-1.930400e-06,1.11
-1.929600e-06,1.13
-1.928800e-06,1.11
-1.928000e-06,1.11
-1.927200e-06,1.13
-1.926400e-06,1.11
-1.925600e-06,1.11
-1.924800e-06,1.13
-1.924000e-06,1.11
-1.923200e-06,1.13
-1.922400e-06,1.11
-1.921600e-06,1.13
-1.920800e-06,1.13
-1.920000e-06,1.13
-1.919200e-06,1.15
-1.918400e-06,1.13
-1.917600e-06,1.15
-1.916800e-06,1.15
-1.916000e-06,1.15
-1.915200e-06,1.11
-1.914400e-06,1.17
-1.913600e-06,1.17
-1.912800e-06,1.15
-1.912000e-06,1.15
-1.911200e-06,1.17
-1.910400e-06,1.17
-1.909600e-06,1.19
-1.908800e-06,1.17
-1.908000e-06,1.17
-1.907200e-06,1.19
-1.906400e-06,1.17
-1.905600e-06,1.17
-1.904800e-06,1.17
-1.904000e-06,1.17
-1.903200e-06,1.17
-1.902400e-06,1.17
-1.901600e-06,1.17
-1.900800e-06,1.19
-1.900000e-06,1.17
-1.899200e-06,1.19
-1.898400e-06,1.21
-1.897600e-06,1.19
-1.896800e-06,1.19
-1.896000e-06,1.19
-1.895200e-06,1.19
-1.894400e-06,1.19
-1.893600e-06,1.21
-1.892800e-06,1.21
-1.892000e-06,1.21
-1.891200e-06,1.19
-1.890400e-06,1.21
-1.889600e-06,1.23
-1.888800e-06,1.19
-1.888000e-06,1.19
-1.887200e-06,1.21
-1.886400e-06,1.21
-1.885600e-06,1.21
-1.884800e-06,1.23
-1.884000e-06,1.21
-1.883200e-06,1.25
-1.882400e-06,1.23
-1.881600e-06,1.21
-1.880800e-06,1.23
-1.880000e-06,1.21
-1.879200e-06,1.23
-1.878400e-06,1.23
-1.877600e-06,1.21
-1.876800e-06,1.25
-1.876000e-06,1.23
-1.875200e-06,1.23
-1.874400e-06,1.25
-1.873600e-06,1.23
-1.872800e-06,1.25
-1.872000e-06,1.23
-1.871200e-06,1.25
-1.870400e-06,1.29
-1.869600e-06,1.25
-1.868800e-06,1.25
-1.868000e-06,1.27
-1.867200e-06,1.25
-1.866400e-06,1.25
-1.865600e-06,1.27
-1.864800e-06,1.27
-1.864000e-06,1.23
-1.863200e-06,1.25
-1.862400e-06,1.27
-1.861600e-06,1.27
-1.860800e-06,1.27
-1.860000e-06,1.27
-1.859200e-06,1.27
-1.858400e-06,1.31
-1.857600e-06,1.29
-1.856800e-06,1.29
-1.856000e-06,1.27
-1.855200e-06,1.29
-1.854400e-06,1.29
-1.853600e-06,1.29
-1.852800e-06,1.33
-1.852000e-06,1.29
-1.851200e-06,1.29
-1.850400e-06,1.31
-1.849600e-06,1.29
-1.848800e-06,1.31
-1.848000e-06,1.31
-1.847200e-06,1.31
-1.846400e-06,1.31
-1.845600e-06,1.31
-1.844800e-06,1.31
-1.844000e-06,1.31
-1.843200e-06,1.31
-1.842400e-06,1.31
-1.841600e-06,1.31
-1.840800e-06,1.33
-1.840000e-06,1.31
-1.839200e-06,1.33
-1.838400e-06,1.35
-1.837600e-06,1.31
-1.836800e-06,1.33
-1.836000e-06,1.31
-1.835200e-06,1.33
-1.834400e-06,1.33
-1.833600e-06,1.33
-1.832800e-06,1.33
-1.832000e-06,1.33
-1.831200e-06,1.33
-1.830400e-06,1.31
-1.829600e-06,1.35
-1.828800e-06,1.35
-1.828000e-06,1.37
-1.827200e-06,1.35
-1.826400e-06,1.35
-1.825600e-06,1.35
-1.824800e-06,1.35
-1.824000e-06,1.35
-1.823200e-06,1.37
-1.822400e-06,1.35
-1.821600e-06,1.35
-1.820800e-06,1.35
-1.820000e-06,1.37
-1.819200e-06,1.35
-1.818400e-06,1.37
-1.817600e-06,1.35
-1.816800e-06,1.37
-1.816000e-06,1.35
-1.815200e-06,1.37
-1.814400e-06,1.39
-1.813600e-06,1.39
-1.812800e-06,1.37
-1.812000e-06,1.37
-1.811200e-06,1.37
-1.810400e-06,1.39
-1.809600e-06,1.39
-1.808800e-06,1.39
-1.808000e-06,1.37
-1.807200e-06,1.39
-1.806400e-06,1.39
-1.805600e-06,1.41
-1.804800e-06,1.41
-1.804000e-06,1.37
-1.803200e-06,1.41
-1.802400e-06,1.37
-1.801600e-06,1.41
-1.800800e-06,1.41
-1.800000e-06,1.41
-1.799200e-06,1.41
-1.798400e-06,1.41
-1.797600e-06,1.41
-1.796800e-06,1.41
-1.796000e-06,1.41
-1.795200e-06,1.43
-1.794400e-06,1.41
-1.793600e-06,1.41
-1.792800e-06,1.43
-1.792000e-06,1.43
-1.791200e-06,1.43
-1.790400e-06,1.43
-1.789600e-06,1.43
-1.788800e-06,1.43
-1.788000e-06,1.43
-1.787200e-06,1.43
-1.786400e-06,1.43
-1.785600e-06,1.45
-1.784800e-06,1.43
-1.784000e-06,1.43
-1.783200e-06,1.45
-1.782400e-06,1.43
-1.781600e-06,1.43
-1.780800e-06,1.47
-1.780000e-06,1.45
-1.779200e-06,1.45
-1.778400e-06,1.45
-1.777600e-06,1.45
-1.776800e-06,1.45
-1.776000e-06,1.45
-1.775200e-06,1.45
-1.774400e-06,1.45
-1.773600e-06,1.45
-1.772800e-06,1.45
-1.772000e-06,1.47
-1.771200e-06,1.47
-1.770400e-06,1.47
-1.769600e-06,1.47
-1.768800e-06,1.49
-1.768000e-06,1.47
-1.767200e-06,1.47
-1.766400e-06,1.49
-1.765600e-06,1.45
-1.764800e-06,1.47
-1.764000e-06,1.49
-1.763200e-06,1.47
-1.762400e-06,1.47
-1.761600e-06,1.49
-1.760800e-06,1.47
-1.760000e-06,1.49
-1.759200e-06,1.51
-1.758400e-06,1.49
-1.757600e-06,1.47
-1.756800e-06,1.49
-1.756000e-06,1.49
-1.755200e-06,1.47
-1.754400e-06,1.49
-1.753600e-06,1.47
-1.752800e-06,1.49
-1.752000e-06,1.49
-1.751200e-06,1.51
-1.750400e-06,1.47
-1.749600e-06,1.49
-1.748800e-06,1.51
-1.748000e-06,1.51
-1.747200e-06,1.49
-1.746400e-06,1.51
-1.745600e-06,1.49
-1.744800e-06,1.49
-1.744000e-06,1.49
-1.743200e-06,1.51
-1.742400e-06,1.53
-1.741600e-06,1.53
-1.740800e-06,1.53
-1.740000e-06,1.51
-1.739200e-06,1.49
-1.738400e-06,1.51
-1.737600e-06,1.51
-1.736800e-06,1.51
-1.736000e-06,1.51
-1.735200e-06,1.53
-1.734400e-06,1.51
-1.733600e-06,1.51
-1.732800e-06,1.55
-1.732000e-06,1.51
-1.731200e-06,1.53
-1.730400e-06,1.53
-1.729600e-06,1.53
-1.728800e-06,1.53
-1.728000e-06,1.53
-1.727200e-06,1.53
-1.726400e-06,1.53
-1.725600e-06,1.53
-1.724800e-06,1.55
-1.724000e-06,1.53
-1.723200e-06,1.55
-1.722400e-06,1.55
-1.721600e-06,1.55
-1.720800e-06,1.53
-1.720000e-06,1.55
-1.719200e-06,1.53
-1.718400e-06,1.53
-1.717600e-06,1.53
-1.716800e-06,1.53
-1.716000e-06,1.53
-1.715200e-06,1.55
-1.714400e-06,1.55
-1.713600e-06,1.57
-1.712800e-06,1.55
-1.712000e-06,1.55
-1.711200e-06,1.57
-1.710400e-06,1.53
-1.709600e-06,1.57
-1.708800e-06,1.55
-1.708000e-06,1.55
-1.707200e-06,1.57
-1.706400e-06,1.55
-1.705600e-06,1.55
-1.704800e-06,1.57
-1.704000e-06,1.57
-1.703200e-06,1.57
-1.702400e-06,1.55
-1.701600e-06,1.59
-1.700800e-06,1.57
-1.700000e-06,1.57
-1.699200e-06,1.59
-1.698400e-06,1.57
-1.697600e-06,1.55
-1.696800e-06,1.57
-1.696000e-06,1.57
-1.695200e-06,1.57
-1.694400e-06,1.57
-1.693600e-06,1.55
-1.692800e-06,1.57
-1.692000e-06,1.57
-1.691200e-06,1.57
-1.690400e-06,1.59
-1.689600e-06,1.59
-1.688800e-06,1.59
-1.688000e-06,1.57
-1.687200e-06,1.59
-1.686400e-06,1.59
-1.685600e-06,1.59
-1.684800e-06,1.59
-1.684000e-06,1.59
-1.683200e-06,1.59
-1.682400e-06,1.59
-1.681600e-06,1.59
-1.680800e-06,1.59
-1.680000e-06,1.59
-1.679200e-06,1.61
-1.678400e-06,1.59
-1.677600e-06,1.59
-1.676800e-06,1.57
-1.676000e-06,1.61
-1.675200e-06,1.59
-1.674400e-06,1.57
-1.673600e-06,1.61
-1.672800e-06,1.59
-1.672000e-06,1.61
-1.671200e-06,1.61
-1.670400e-06,1.61
-1.669600e-06,1.61
-1.668800e-06,1.61
-1.668000e-06,1.61
-1.667200e-06,1.61
-1.666400e-06,1.63
-1.665600e-06,1.61
-1.664800e-06,1.63
-1.664000e-06,1.59
-1.663200e-06,1.61
-1.662400e-06,1.59
-1.661600e-06,1.61
-1.660800e-06,1.63
-1.660000e-06,1.63
-1.659200e-06,1.61
-1.658400e-06,1.61
-1.657600e-06,1.61
-1.656800e-06,1.63
-1.656000e-06,1.61
-1.655200e-06,1.63
-1.654400e-06,1.63
-1.653600e-06,1.63
-1.652800e-06,1.61
-1.652000e-06,1.63
-1.651200e-06,1.63
-1.650400e-06,1.63
-1.649600e-06,1.63
-1.648800e-06,1.63
-1.648000e-06,1.63
-1.647200e-06,1.63
-1.646400e-06,1.61
-1.645600e-06,1.65
-1.644800e-06,1.63
-1.644000e-06,1.63
-1.643200e-06,1.63
-1.642400e-06,1.65
-1.641600e-06,1.63
-1.640800e-06,1.63
-1.640000e-06,1.65
-1.639200e-06,1.63
-1.638400e-06,1.63
-1.637600e-06,1.63
-1.636800e-06,1.65
-1.636000e-06,1.63
-1.635200e-06,1.65
-1.634400e-06,1.63
-1.633600e-06,1.65
-1.632800e-06,1.65
-1.632000e-06,1.65
-1.631200e-06,1.63
-1.630400e-06,1.63
-1.629600e-06,1.63
-1.628800e-06,1.63
-1.628000e-06,1.63
-1.627200e-06,1.63
-1.626400e-06,1.63
-1.625600e-06,1.67
-1.624800e-06,1.63
-1.624000e-06,1.63
-1.623200e-06,1.65
-1.622400e-06,1.63
-1.621600e-06,1.67
-1.620800e-06,1.65
-1.620000e-06,1.65
-1.619200e-06,1.63
-1.618400e-06,1.65
-1.617600e-06,1.65
-1.616800e-06,1.65
-1.616000e-06,1.67
-1.615200e-06,1.67
-1.614400e-06,1.65
-1.613600e-06,1.63
-1.612800e-06,1.65
-1.612000e-06,1.65
-1.611200e-06,1.65
-1.610400e-06,1.67
-1.609600e-06,1.67
-1.608800e-06,1.67
-1.608000e-06,1.67
-1.607200e-06,1.67
-1.606400e-06,1.67
-1.605600e-06,1.67
-1.604800e-06,1.67
-1.604000e-06,1.65
-1.603200e-06,1.67
-1.602400e-06,1.67
-1.601600e-06,1.65
-1.600800e-06,1.65
-1.600000e-06,1.65
-1.599200e-06,1.67
-1.598400e-06,1.67
-1.597600e-06,1.67
-1.596800e-06,1.65
-1.596000e-06,1.65
-1.595200e-06,1.67
-1.594400e-06,1.65
-1.593600e-06,1.65
-1.592800e-06,1.67
-1.592000e-06,1.65
-1.591200e-06,1.65
-1.590400e-06,1.67
-1.589600e-06,1.65
-1.588800e-06,1.67
-1.588000e-06,1.67
-1.587200e-06,1.67
-1.586400e-06,1.67
-1.585600e-06,1.67
-1.584800e-06,1.69
-1.584000e-06,1.67
-1.583200e-06,1.69
-1.582400e-06,1.67
-1.581600e-06,1.69
-1.580800e-06,1.67
-1.580000e-06,1.67
-1.579200e-06,1.69
-1.578400e-06,1.69
-1.577600e-06,1.67
-1.576800e-06,1.69
-1.576000e-06,1.69
-1.575200e-06,1.67
-1.574400e-06,1.67
-1.573600e-06,1.69
-1.572800e-06,1.69
-1.572000e-06,1.67
-1.571200e-06,1.69
-1.570400e-06,1.65
-1.569600e-06,1.67
-1.568800e-06,1.67
-1.568000e-06,1.67
-1.567200e-06,1.67
-1.566400e-06,1.67
-1.565600e-06,1.67
-1.564800e-06,1.69
-1.564000e-06,1.67
-1.563200e-06,1.67
-1.562400e-06,1.67
-1.561600e-06,1.69
-1.560800e-06,1.69
-1.560000e-06,1.69
-1.559200e-06,1.69
-1.558400e-06,1.67
-1.557600e-06,1.69
-1.556800e-06,1.69
-1.556000e-06,1.67
-1.555200e-06,1.69
-1.554400e-06,1.69
-1.553600e-06,1.67
-1.552800e-06,1.67
-1.552000e-06,1.69
-1.551200e-06,1.69
-1.550400e-06,1.67
-1.549600e-06,1.67
-1.548800e-06,1.69
-1.548000e-06,1.71
-1.547200e-06,1.69
-1.546400e-06,1.69
-1.545600e-06,1.69
-1.544800e-06,1.67
-1.544000e-06,1.65
-1.543200e-06,1.69
-1.542400e-06,1.67
-1.541600e-06,1.67
-1.540800e-06,1.69
-1.540000e-06,1.67
-1.539200e-06,1.69
-1.538400e-06,1.69
-1.537600e-06,1.67
-1.536800e-06,1.67
-1.536000e-06,1.69
-1.535200e-06,1.67
-1.534400e-06,1.69
-1.533600e-06,1.69
-1.532800e-06,1.69
-1.532000e-06,1.67
-1.531200e-06,1.67
-1.530400e-06,1.69
-1.529600e-06,1.69
-1.528800e-06,1.67
-1.528000e-06,1.73
-1.527200e-06,1.69
-1.526400e-06,1.69
-1.525600e-06,1.69
-1.524800e-06,1.69
-1.524000e-06,1.69
-1.523200e-06,1.69
-1.522400e-06,1.69
-1.521600e-06,1.69
-1.520800e-06,1.67
-1.520000e-06,1.69
-1.519200e-06,1.69
-1.518400e-06,1.69
-1.517600e-06,1.65
-1.516800e-06,1.69
-1.516000e-06,1.69
-1.515200e-06,1.67
-1.514400e-06,1.65
-1.513600e-06,1.67
-1.512800e-06,1.67
-1.512000e-06,1.69
-1.511200e-06,1.69
-1.510400e-06,1.69
-1.509600e-06,1.67
-1.508800e-06,1.69
-1.508000e-06,1.69
-1.507200e-06,1.67
-1.506400e-06,1.69
-1.505600e-06,1.67
-1.504800e-06,1.69
-1.504000e-06,1.69
-1.503200e-06,1.67
-1.502400e-06,1.67
-1.501600e-06,1.69
-1.500800e-06,1.67
-1.500000e-06,1.67
-1.499200e-06,1.67
-1.498400e-06,1.67
-1.497600e-06,1.67
-1.496800e-06,1.67
-1.496000e-06,1.69
-1.495200e-06,1.67
-1.494400e-06,1.67
-1.493600e-06,1.67
-1.492800e-06,1.69
-1.492000e-06,1.69
-1.491200e-06,1.67
-1.490400e-06,1.67
-1.489600e-06,1.67
-1.488800e-06,1.67
-1.488000e-06,1.67
-1.487200e-06,1.67
-1.486400e-06,1.67
-1.485600e-06,1.65
-1.484800e-06,1.65
-1.484000e-06,1.69
-1.483200e-06,1.67
-1.482400e-06,1.67
-1.481600e-06,1.71
-1.480800e-06,1.67
-1.480000e-06,1.67
-1.479200e-06,1.69
-1.478400e-06,1.65
-1.477600e-06,1.69
-1.476800e-06,1.67
-1.476000e-06,1.69
-1.475200e-06,1.67
-1.474400e-06,1.67
-1.473600e-06,1.69
-1.472800e-06,1.69
-1.472000e-06,1.67
-1.471200e-06,1.65
-1.470400e-06,1.67
-1.469600e-06,1.69
-1.468800e-06,1.65
-1.468000e-06,1.67
-1.467200e-06,1.69
-1.466400e-06,1.67
-1.465600e-06,1.67
-1.464800e-06,1.67
-1.464000e-06,1.67
-1.463200e-06,1.67
-1.462400e-06,1.65
-1.461600e-06,1.67
-1.460800e-06,1.67
-1.460000e-06,1.67
-1.459200e-06,1.67
-1.458400e-06,1.67
-1.457600e-06,1.67
-1.456800e-06,1.67
-1.456000e-06,1.65
-1.455200e-06,1.65
-1.454400e-06,1.67
-1.453600e-06,1.65
-1.452800e-06,1.65
-1.452000e-06,1.67
-1.451200e-06,1.63
-1.450400e-06,1.65
-1.449600e-06,1.65
-1.448800e-06,1.65
-1.448000e-06,1.65
-1.447200e-06,1.65
-1.446400e-06,1.63
-1.445600e-06,1.65
-1.444800e-06,1.67
-1.444000e-06,1.65
-1.443200e-06,1.65
-1.442400e-06,1.65
-1.441600e-06,1.65
-1.440800e-06,1.65
-1.440000e-06,1.65
-1.439200e-06,1.65
-1.438400e-06,1.63
-1.437600e-06,1.65
-1.436800e-06,1.63
-1.436000e-06,1.63
-1.435200e-06,1.63
-1.434400e-06,1.63
-1.433600e-06,1.65
-1.432800e-06,1.65
-1.432000e-06,1.63
-1.431200e-06,1.63
-1.430400e-06,1.65
-1.429600e-06,1.65
-1.428800e-06,1.65
-1.428000e-06,1.61
-1.427200e-06,1.65
-1.426400e-06,1.63
-1.425600e-06,1.63
-1.424800e-06,1.61
-1.424000e-06,1.63
-1.423200e-06,1.63
-1.422400e-06,1.61
-1.421600e-06,1.61
-1.420800e-06,1.65
-1.420000e-06,1.63
-1.419200e-06,1.61
-1.418400e-06,1.63
-1.417600e-06,1.61
-1.416800e-06,1.61
-1.416000e-06,1.61
-1.415200e-06,1.63
-1.414400e-06,1.61
-1.413600e-06,1.63
-1.412800e-06,1.61
-1.412000e-06,1.61
-1.411200e-06,1.61
-1.410400e-06,1.61
-1.409600e-06,1.63
-1.408800e-06,1.61
-1.408000e-06,1.63
-1.407200e-06,1.59
-1.406400e-06,1.63
-1.405600e-06,1.61
-1.404800e-06,1.59
-1.404000e-06,1.63
-1.403200e-06,1.63
-1.402400e-06,1.63
-1.401600e-06,1.61
-1.400800e-06,1.59
-1.400000e-06,1.61
-1.399200e-06,1.61
-1.398400e-06,1.61
-1.397600e-06,1.61
-1.396800e-06,1.61
-1.396000e-06,1.61
-1.395200e-06,1.59
-1.394400e-06,1.61
-1.393600e-06,1.59
-1.392800e-06,1.61
-1.392000e-06,1.61
-1.391200e-06,1.59
-1.390400e-06,1.59
-1.389600e-06,1.59
-1.388800e-06,1.59
-1.388000e-06,1.59
-1.387200e-06,1.59
-1.386400e-06,1.61
-1.385600e-06,1.61
-1.384800e-06,1.59
-1.384000e-06,1.57
-1.383200e-06,1.59
-1.382400e-06,1.59
-1.381600e-06,1.59
-1.380800e-06,1.59
-1.380000e-06,1.57
-1.379200e-06,1.57
-1.378400e-06,1.59
-1.377600e-06,1.57
-1.376800e-06,1.57
-1.376000e-06,1.57
-1.375200e-06,1.59
-1.374400e-06,1.59
-1.373600e-06,1.57
-1.372800e-06,1.57
-1.372000e-06,1.57
-1.371200e-06,1.59
-1.370400e-06,1.59
-1.369600e-06,1.57
-1.368800e-06,1.57
-1.368000e-06,1.55
-1.367200e-06,1.55
-1.366400e-06,1.57
-1.365600e-06,1.55
-1.364800e-06,1.57
-1.364000e-06,1.59
-1.363200e-06,1.57
-1.362400e-06,1.57
-1.361600e-06,1.55
-1.360800e-06,1.59
-1.360000e-06,1.57
-1.359200e-06,1.57
-1.358400e-06,1.57
-1.357600e-06,1.55
-1.356800e-06,1.57
-1.356000e-06,1.55
-1.355200e-06,1.55
-1.354400e-06,1.57
-1.353600e-06,1.53
-1.352800e-06,1.55
-1.352000e-06,1.55
-1.351200e-06,1.53
-1.350400e-06,1.53
-1.349600e-06,1.55
-1.348800e-06,1.55
-1.348000e-06,1.53
-1.347200e-06,1.53
-1.346400e-06,1.53
-1.345600e-06,1.53
-1.344800e-06,1.55
-1.344000e-06,1.55
-1.343200e-06,1.53
-1.342400e-06,1.51
-1.341600e-06,1.51
-1.340800e-06,1.49
-1.340000e-06,1.51
-1.339200e-06,1.53
-1.338400e-06,1.51
-1.337600e-06,1.51
-1.336800e-06,1.53
-1.336000e-06,1.51
-1.335200e-06,1.51
-1.334400e-06,1.53
-1.333600e-06,1.51
-1.332800e-06,1.51
-1.332000e-06,1.53
-1.331200e-06,1.53
-1.330400e-06,1.51
-1.329600e-06,1.53
-1.328800e-06,1.51
-1.328000e-06,1.51
-1.327200e-06,1.53
-1.326400e-06,1.53
-1.325600e-06,1.49
-1.324800e-06,1.53
-1.324000e-06,1.51
-1.323200e-06,1.51
-1.322400e-06,1.51
-1.321600e-06,1.49
-1.320800e-06,1.49
-1.320000e-06,1.49
-1.319200e-06,1.49
-1.318400e-06,1.51
-1.317600e-06,1.51
-1.316800e-06,1.51
-1.316000e-06,1.49
-1.315200e-06,1.49
-1.314400e-06,1.49
-1.313600e-06,1.51
-1.312800e-06,1.49
-1.312000e-06,1.49
-1.311200e-06,1.47
-1.310400e-06,1.49
-1.309600e-06,1.47
-1.308800e-06,1.47
-1.308000e-06,1.49
-1.307200e-06,1.47
-1.306400e-06,1.45
-1.305600e-06,1.47
-1.304800e-06,1.49
-1.304000e-06,1.47
-1.303200e-06,1.49
-1.302400e-06,1.47
-1.301600e-06,1.45
-1.300800e-06,1.45
-1.300000e-06,1.47
-1.299200e-06,1.45
-1.298400e-06,1.47
-1.297600e-06,1.45
-1.296800e-06,1.45
-1.296000e-06,1.43
-1.295200e-06,1.45
-1.294400e-06,1.45
-1.293600e-06,1.43
-1.292800e-06,1.43
-1.292000e-06,1.41
-1.291200e-06,1.43
-1.290400e-06,1.39
-1.289600e-06,1.43
-1.288800e-06,1.43
-1.288000e-06,1.41
-1.287200e-06,1.41
-1.286400e-06,1.43
-1.285600e-06,1.41
-1.284800e-06,1.39
-1.284000e-06,1.39
-1.283200e-06,1.39
-1.282400e-06,1.39
-1.281600e-06,1.41
-1.280800e-06,1.39
-1.280000e-06,1.39
-1.279200e-06,1.39
-1.278400e-06,1.37
-1.277600e-06,1.37
-1.276800e-06,1.37
-1.276000e-06,1.37
-1.275200e-06,1.37
-1.274400e-06,1.39
-1.273600e-06,1.41
-1.272800e-06,1.37
-1.272000e-06,1.39
-1.271200e-06,1.37
-1.270400e-06,1.39
-1.269600e-06,1.39
-1.268800e-06,1.37
-1.268000e-06,1.39
-1.267200e-06,1.37
-1.266400e-06,1.39
-1.265600e-06,1.39
-1.264800e-06,1.37
-1.264000e-06,1.37
-1.263200e-06,1.37
-1.262400e-06,1.35
-1.261600e-06,1.35
-1.260800e-06,1.37
-1.260000e-06,1.37
-1.259200e-06,1.39
-1.258400e-06,1.37
-1.257600e-06,1.37
-1.256800e-06,1.35
-1.256000e-06,1.37
-1.255200e-06,1.37
-1.254400e-06,1.35
-1.253600e-06,1.35
-1.252800e-06,1.35
-1.252000e-06,1.35
-1.251200e-06,1.35
-1.250400e-06,1.35
-1.249600e-06,1.33
-1.248800e-06,1.33
-1.248000e-06,1.33
-1.247200e-06,1.35
-1.246400e-06,1.33
-1.245600e-06,1.35
-1.244800e-06,1.33
-1.244000e-06,1.33
-1.243200e-06,1.33
-1.242400e-06,1.33
-1.241600e-06,1.33
-1.240800e-06,1.33
-1.240000e-06,1.31
-1.239200e-06,1.31
-1.238400e-06,1.31
-1.237600e-06,1.33
-1.236800e-06,1.33
-1.236000e-06,1.37
-1.235200e-06,1.33
-1.234400e-06,1.33
-1.233600e-06,1.31
-1.232800e-06,1.31
-1.232000e-06,1.31
-1.231200e-06,1.31
-1.230400e-06,1.33
-1.229600e-06,1.33
-1.228800e-06,1.31
-1.228000e-06,1.29
-1.227200e-06,1.31
-1.226400e-06,1.29
-1.225600e-06,1.33
-1.224800e-06,1.31
-1.224000e-06,1.31
-1.223200e-06,1.31
-1.222400e-06,1.31
-1.221600e-06,1.29
-1.220800e-06,1.31
-1.220000e-06,1.31
-1.219200e-06,1.31
-1.218400e-06,1.29
-1.217600e-06,1.33
-1.216800e-06,1.33
-1.216000e-06,1.31
-1.215200e-06,1.31
